name,fm./loc.,slat,slon,n,dec,inc,k,alpha95,f_corr,VGP_lat,VGP_lon,K,A95,dp,dm,mean_age,min_age,2sig_min,max_age,2sig_max,uncer_dist,rock_typ_1,rock_typ_2,rock_typ_3,geologic_classes,geologic_types,lithologies,demag,struc_cont,rot_area,polarity,strat_group,ordering,synch_unit,in_study_pole,rej_crit,pmag_ref,age_ref,pmag_comments,age_comments,citations,Study,VGP_lon_recalc,VGP_lat_recalc,inc_reverse,dec_reverse,vgp_lat_SH,vgp_lon_SH,age_uncertainty
HW26-27,Highwood Mtns,47.54,249.70999999999998,9,315.1,69.1,285.5,2.8,,61.2,186.9,,,,,51.1,49.1,1.2,53.1,1.8,uniform,igneous,,shonkinite,Not Specified,Not Specified,Shonkinite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,"Diehl et al. (1983) lists a radiometric age of 50.1 Ma for this site, but a corresponding age is not found in Marvin et al. (1980).",10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,186.81862935271556,61.22904677657405,-69.1,135.10000000000002,-61.22904677657405,6.818629352715561,4.0
HW28,Highwood Mtns,47.52,249.75,8,351.0,56.2,385.1,2.5,,77.3,104.6,,,,,51.1,49.1,1.2,53.1,1.8,uniform,igneous,,shonkinite,Not Specified,Not Specified,Shonkinite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,104.6752530468345,77.35428398474421,-56.2,171.0,-77.35428398474421,284.6752530468345,4.0
HW29,Highwood Mtns,47.52,249.75,8,346.1,69.2,411.8,2.4,,79.7,195.9,,,,,51.1,49.1,1.2,53.1,1.8,uniform,igneous,,shonkinite,Not Specified,Not Specified,Shonkinite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,195.5090317478695,79.68347126678104,-69.2,166.10000000000002,-79.68347126678104,15.5090317478695,4.0
HW30,Highwood Mtns,47.58,249.76999999999998,4,333.0,70.3,149.8,5.7,,71.8,191.9,,,,,50.4,48.699999999999996,,52.1,,normal,igneous,,shonkinite,Not Specified,Not Specified,Shonkinite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,191.81927286928152,71.82930355450173,-70.3,153.0,-71.82930355450173,11.81927286928152,3.4000000000000057
HW31,Highwood Mtns,47.5,249.78,5,315.4,57.2,62.2,7.9,,56.3,159.7,,,,,51.1,49.1,1.2,53.1,1.8,uniform,igneous,,phonolite,Not Specified,Not Specified,Phonolite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,159.71429005964808,56.30548273993955,-57.2,135.39999999999998,-56.30548273993955,339.7142900596481,4.0
HW32,Highwood Mtns,47.5,249.78,5,326.4,63.7,295.6,3.6,,66.9,167.0,,,,,51.1,49.1,1.2,53.1,1.8,uniform,igneous,,phonolite,Not Specified,Not Specified,Phonolite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,166.92627627637782,66.91629762237955,-63.7,146.39999999999998,-66.91629762237955,346.92627627637785,4.0
HW33,Highwood Mtns,47.46,249.37,8,8.2,40.1,391.0,2.5,,64.5,51.7,,,,,51.1,49.1,1.2,53.1,1.8,uniform,igneous,,shonkinite,Not Specified,Not Specified,Shonkinite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,51.58383902028312,64.51115979382247,-40.1,188.2,-64.51115979382247,231.5838390202831,4.0
HW34,Highwood Mtns,47.46,249.37,7,23.2,64.4,89.0,5.6,,73.4,334.9,,,,,51.1,49.1,1.2,53.1,1.8,uniform,igneous,,shonkinite,Not Specified,Not Specified,Shonkinite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,335.2544221576105,74.14157687599057,-64.4,203.2,-74.14157687599057,155.25442215761052,4.0
HW35*,Highwood Mtns,47.49,249.37,7,33.1,51.0,2.6,32.9,,,,,,,,51.1,49.1,1.2,53.1,1.8,uniform,igneous,,phonolite,Not Specified,Not Specified,Phonolite,AF,1,0,,0,,0,0,[3],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,359.51307220631855,60.33446087445348,-51.0,213.1,-60.33446087445348,179.51307220631855,4.0
HW36,Highwood Mtns,47.39,249.57999999999998,8,312.9,59.0,102.2,4.9,,55.6,164.5,,,,,51.1,49.1,1.2,53.1,1.8,uniform,igneous,,phonolite,Not Specified,Not Specified,Phonolite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,164.4462223258946,55.58920600345106,-59.0,132.89999999999998,-55.58920600345106,344.4462223258946,4.0
HW37*,Highwood Mtns,47.41,249.59,6,68.6,17.5,1.8,42.0,,,,,,,,51.1,49.1,1.2,53.1,1.8,uniform,igneous,,phonolite,Not Specified,Not Specified,Phonolite,AF,1,0,,0,,0,0,[3],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,349.4567780338074,21.012088313263753,-17.5,248.6,-21.012088313263753,169.45677803380738,4.0
HW38,Highwood Mtns,47.46,249.57,6,339.2,65.9,72.7,6.7,,76.0,170.1,,,,,53.1,51.300000000000004,,54.9,,normal,igneous,,phonolite,Not Specified,Not Specified,Phonolite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,170.24549250230677,76.05797958629583,-65.9,159.2,-76.05797958629583,350.2454925023068,3.5999999999999943
HW39,Highwood Mtns,47.46,249.56,8,308.4,59.5,74.9,5.7,,52.9,168.0,,,,,51.1,49.1,1.2,53.1,1.8,uniform,igneous,,phonolite,Not Specified,Not Specified,Phonolite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,167.99635613666987,52.842586354782185,-59.5,128.39999999999998,-52.842586354782185,347.9963561366699,4.0
HW40,Highwood Mtns,47.61,249.70999999999998,8,353.3,63.6,528.9,2.2,,84.8,134.1,,,,,51.1,49.1,1.2,53.1,1.8,uniform,igneous,,phonolite,Not Specified,Not Specified,Phonolite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,134.68268200506398,84.79506757375277,-63.6,173.3,-84.79506757375277,314.68268200506395,4.0
HW41,Highwood Mtns,47.64,249.5,9,354.6,71.0,314.0,2.6,,81.4,228.5,,,,,51.1,49.1,1.2,53.1,1.8,uniform,igneous,,shonkinite,Not Specified,Not Specified,Shonkinite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,228.31090700306828,81.50792155151623,-71.0,174.60000000000002,-81.50792155151623,48.31090700306828,4.0
EB1,Eagle Buttes,47.84,249.99,11,335.1,63.0,98.2,4.3,,72.5,158.3,,,,,50.3,48.599999999999994,,52.0,,normal,igneous,,latite,Not Specified,Not Specified,Latite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,158.12464996876395,72.50200858172279,-63.0,155.10000000000002,-72.50200858172279,338.12464996876395,3.4000000000000057
EB2,Eagle Buttes,47.84,249.99,8,323.0,59.7,153.6,4.0,,62.8,158.3,,,,,50.650000000000006,49.6,1.7,51.7,1.2,uniform,igneous,,shonkinite,Not Specified,Not Specified,Shonkinite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,158.3059393823149,62.776200624312644,-59.7,143.0,-62.776200624312644,338.30593938231493,2.1000000000000014
EB3,Eagle Buttes,47.87,249.97,7,356.7,65.6,240.8,3.4,,87.8,158.2,,,,,51.6,49.6,,53.6,,normal,igneous,,shonkinite,Not Specified,Not Specified,Shonkinite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,158.98152831677595,87.78300009557708,-65.6,176.7,-87.78300009557708,338.98152831677595,4.0
EB4,Eagle Buttes,47.87,249.97,5,329.1,62.6,74.8,9.1,,68.1,159.9,,,,,50.650000000000006,49.6,1.7,51.7,1.2,uniform,igneous,,shonkinite,Not Specified,Not Specified,Shonkinite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,161.1641337740539,68.30335253096952,-62.6,149.10000000000002,-68.30335253096952,341.1641337740539,2.1000000000000014
EB5,Eagle Buttes,47.87,249.97,7,330.9,66.6,42.9,7.6,,70.8,174.4,,,,,50.650000000000006,49.6,1.7,51.7,1.2,uniform,igneous,,shonkinite,Not Specified,Not Specified,Shonkinite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,174.61291764158526,70.79492304170275,-66.6,150.89999999999998,-70.79492304170275,354.6129176415852,2.1000000000000014
EB6,Eagle Buttes,47.84,249.99,7,17.0,68.8,57.5,6.9,,78.3,312.0,,,,,50.650000000000006,49.6,1.7,51.7,1.2,uniform,igneous,,shonkinite,Not Specified,Not Specified,Shonkinite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,311.85380390700647,78.27458986583228,-68.8,197.0,-78.27458986583228,131.85380390700647,2.1000000000000014
EB7,Eagle Buttes,47.82,249.95,8,332.0,74.0,39.4,7.9,,69.7,207.9,,,,,50.650000000000006,49.6,1.7,51.7,1.2,uniform,igneous,,shonkinite,Not Specified,Not Specified,Shonkinite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,207.6827008337286,69.68088794066902,-74.0,152.0,-69.68088794066902,27.682700833728603,2.1000000000000014
EB8*,Eagle Buttes,47.82,249.95,9,117.4,81.8,16.2,11.6,,,,,,,,50.650000000000006,49.6,1.7,51.7,1.2,uniform,igneous,,shonkinite,Not Specified,Not Specified,Shonkinite,AF,1,0,,0,,0,0,[9],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,268.3373665149714,38.791083329619624,-81.8,297.4,-38.791083329619624,88.3373665149714,2.1000000000000014
SH1,Sweetgrass Hills,48.84,248.88,7,143.0,-73.8,96.7,6.2,,66.3,200.3,,,,,51.7,49.8,1.1,53.6,1.5,uniform,igneous,shallow intrusive,syenite,Igneous:Intrusive,Not Specified,Syenite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,20.32625109458249,-66.21141112458514,-73.8,143.0,-66.21141112458514,20.32625109458249,3.8000000000000043
SH2-4,Sweetgrass Hills,48.84,248.88,11,176.0,-62.3,131.6,6.4,,84.0,98.0,,,,,51.7,49.8,1.1,53.6,1.5,uniform,igneous,shallow intrusive,minette,Igneous:Intrusive,Not Specified,Minette,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,278.1943309358297,-84.07805076342119,-62.3,176.0,-84.07805076342119,278.1943309358297,3.8000000000000043
SH3,Sweetgrass Hills,48.84,248.88,8,173.4,-59.5,173.4,4.2,,80.3,100.4,,,,,51.2,49.5,,52.900000000000006,,normal,igneous,shallow intrusive,minette,Igneous:Intrusive,Not Specified,Minette,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,280.15629449924575,-80.28300851906667,-59.5,173.4,-80.28300851906667,280.15629449924575,3.4000000000000057
SH5*,Sweetgrass Hills,48.84,248.88,9,242.6,-44.9,30.4,9.5,,,,,,,,53.6,52.1,,55.1,,normal,igneous,shallow intrusive,monzonite,Igneous:Intrusive,Not Specified,Monzonite,AF,1,0,,0,,0,0,[9],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,160.07615164641246,-37.36245582870432,-44.9,242.6,-37.36245582870432,160.07615164641246,3.0
SH6,Sweetgrass Hills,48.87,248.57,6,128.1,-57.4,97.2,6.8,,51.6,162.5,,,,,51.7,49.8,1.1,53.6,1.5,uniform,igneous,shallow intrusive,monzonite,Igneous:Intrusive,Not Specified,Monzonite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,342.1692725331605,-51.597989074391606,-57.4,128.1,-51.597989074391606,342.1692725331605,3.8000000000000043
SH7,Sweetgrass Hills,48.87,248.59,6,161.8,-44.1,22.1,12.1,,63.0,106.8,,,,,51.7,49.8,1.1,53.6,1.5,uniform,igneous,shallow intrusive,minette,Igneous:Intrusive,Not Specified,Minette,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,286.7957114601984,-62.96974144685172,-44.1,161.8,-62.96974144685172,286.7957114601984,3.8000000000000043
SH8*,Sweetgrass Hills,48.89,248.6,10,267.9,57.6,4.6,25.2,,,,,,,,51.7,49.8,1.1,53.6,1.5,uniform,igneous,shallow intrusive,minette,Igneous:Intrusive,Not Specified,Minette,AF,1,0,,0,,0,0,[3],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,187.23490608990613,26.574519123385887,-57.6,87.89999999999998,-26.574519123385887,7.234906089906133,3.8000000000000043
SH9*,Sweetgrass Hills,48.87,249.0,8,160.8,-41.9,1.4,84.9,,,,,,,,51.7,49.8,1.1,53.6,1.5,uniform,igneous,shallow intrusive,monzonite,Igneous:Intrusive,Not Specified,Monzonite,AF,1,0,,0,,0,0,[3],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,287.3124913352327,-61.0531312287487,-41.9,160.8,-61.0531312287487,287.3124913352327,3.8000000000000043
SH10,Sweetgrass Hills,48.91,248.59,6,136.1,-60.0,157.5,5.8,,58.4,160.8,,,,,51.7,49.8,1.1,53.6,1.5,uniform,igneous,shallow intrusive,minette,Igneous:Intrusive,Not Specified,Minette,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,340.74778252955883,-58.36309242428422,-60.0,136.1,-58.36309242428422,340.74778252955883,3.8000000000000043
SH11,Sweetgrass Hills,48.88,248.57999999999998,6,13.1,66.2,58.8,8.8,,81.4,335.8,,,,,51.7,49.8,1.1,53.6,1.5,uniform,igneous,shallow intrusive,minette,Igneous:Intrusive,Not Specified,Minette,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,335.5988144109006,81.36513937055769,-66.2,193.1,-81.36513937055769,155.59881441090062,3.8000000000000043
SH12,Sweetgrass Hills,48.84,248.84,8,163.0,-33.7,17.7,13.4,,56.7,99.2,,,,,51.7,49.8,1.1,53.6,1.5,uniform,igneous,shallow intrusive,trachyte,Igneous:Intrusive,Not Specified,Trachyte,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,279.13137664097326,-56.641281603117505,-33.7,163.0,-56.641281603117505,279.13137664097326,3.8000000000000043
SH13,Sweetgrass Hills,48.84,248.88,7,152.3,-57.1,17.8,14.7,,67.1,140.1,,,,,51.7,49.8,1.1,53.6,1.5,uniform,igneous,shallow intrusive,syenite,Igneous:Intrusive,Not Specified,Syenite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,320.11735654341624,-67.14273271253143,-57.1,152.3,-67.14273271253143,320.11735654341624,3.8000000000000043
SH14,Sweetgrass Hills,48.84,248.88,5,168.1,-62.4,70.8,9.2,,80.3,131.5,,,,,52.5,51.3,,53.7,,normal,igneous,shallow intrusive,syenite,Igneous:Intrusive,Not Specified,Syenite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,311.40720012665724,-80.33071608263457,-62.4,168.1,-80.33071608263457,311.40720012665724,2.4000000000000057
MB-1,Missouri Breaks,47.63,249.78,9,354.2,71.6,145.1,4.1,,80.6,229.8,,,,,49.35,46.7,1.6,52.0,1.9,uniform,igneous,shallow intrusive,peridotite,Igneous:Intrusive,Not Specified,Peridotite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,"Diehl et al. (1983) lists a radiometric age of 48.3 Ma for this site, but a corresponding age is not found in Marvin et al. (1980).",10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,229.79700156027693,80.57250955755688,-71.6,174.2,-80.57250955755688,49.797001560276925,5.299999999999997
MB-2,Missouri Breaks,47.84,250.82,5,334.5,70.6,221.1,4.2,,,,,,,,48.4,46.4,,50.4,,normal,igneous,shallow intrusive,peridotite,Igneous:Intrusive,Not Specified,Peridotite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,194.22558982644568,72.72498091956315,-70.6,154.5,-72.72498091956315,14.225589826445685,4.0
MB-3,Missouri Breaks,47.83,250.78,7,2.1,73.1,470.1,2.4,,,,,,,,49.35,46.7,1.6,52.0,1.9,uniform,igneous,shallow intrusive,peridotite,Igneous:Intrusive,Not Specified,Peridotite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,256.52622831812704,79.04399945540804,-73.1,182.1,-79.04399945540804,76.52622831812704,5.299999999999997
MB-4,Missouri Breaks,47.86,251.0,11,0.6,73.4,64.9,5.2,,,,,,,,49.35,46.7,1.6,52.0,1.9,uniform,igneous,shallow intrusive,peridotite,Igneous:Intrusive,Not Specified,Peridotite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,252.5626852580343,78.65900106943239,-73.4,180.6,-78.65900106943239,72.56268525803429,5.299999999999997
MB-5*,Missouri Breaks,47.88,251.01,4,110.6,-62.3,168.8,5.4,,43.0,183.0,,,,,49.35,46.7,1.6,52.0,1.9,uniform,igneous,shallow intrusive,peridotite,Igneous:Intrusive,Not Specified,Peridotite,AF,1,0,,0,,0,0,[9],Diehl et al. (1983),Marvin et al. (1980),,"Diehl et al. (1983) lists a radiometric age of 49.7 Ma for this site, but a corresponding age is not found in Marvin et al. (1980).",10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,2.987140218840234,-43.033072743104505,-62.3,110.6,-43.033072743104505,2.987140218840234,5.299999999999997
MB-6*,Missouri Breaks,47.85,251.3,7,120.3,54.9,13.5,14.4,,8.9,296.7,,,,,49.35,46.7,1.6,52.0,1.9,uniform,igneous,shallow intrusive,kimberlite,Igneous:Intrusive,Not Specified,Kimberlite,AF,1,0,,0,,0,0,[9],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,296.69834854247466,8.852897334324698,-54.9,300.3,-8.852897334324698,116.69834854247466,5.299999999999997
MB-7,Missouri Breaks,47.92,251.48000000000002,6,31.0,64.6,35.1,9.7,,69.0,338.8,,,,,49.35,46.7,1.6,52.0,1.9,uniform,igneous,shallow intrusive,peridotite,Igneous:Intrusive,Not Specified,Peridotite,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,333.79628351392756,69.0299003721635,-64.6,211.0,-69.0299003721635,153.79628351392756,5.299999999999997
MB-8*,Missouri Breaks,47.88,251.57999999999998,15,192.0,-62.5,1.5,29.5,,,,,,,,49.35,46.7,1.6,52.0,1.9,uniform,igneous,shallow intrusive,alnoite,Igneous:Intrusive,Not Specified,Not Specified,AF,1,0,,0,,0,0,[3],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,182.94791789946132,-80.73410728998827,-62.5,192.0,-80.73410728998827,182.94791789946132,5.299999999999997
MB-9,Missouri Breaks,47.02,251.4,8,10.2,74.8,97.5,5.0,,,,,,,,49.35,46.7,1.6,52.0,1.9,uniform,igneous,shallow intrusive,lamprophyre,Igneous:Intrusive,Not Specified,Lamprophyre,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,269.72774651558575,74.40245001921672,-74.8,190.2,-74.40245001921672,89.72774651558575,5.299999999999997
MB-10,Missouri Breaks,47.0,251.41,9,163.8,-67.2,163.1,3.7,,78.9,182.8,,,,,50.2,49.1,,51.300000000000004,,normal,igneous,shallow intrusive,alnoite,Igneous:Intrusive,Not Specified,Not Specified,AF,1,0,,0,,0,1,[],Diehl et al. (1983),Marvin et al. (1980),,K-Ar age estimates not re-calculated (from 1980 standards),10.1029/JB088iB12p10593:https://geoinfo.nmt.edu/publications/periodicals/isochronwest/29/IW_v29_p05.pdf,N_Montana_intrusions,2.7307769986100996,-78.88811160865644,-67.2,163.8,-78.88811160865644,2.7307769986100996,2.200000000000003
