name,fm./loc.,slat,slon,n,dec,inc,k,alpha95,f_corr,VGP_lat,VGP_lon,K,A95,dp,dm,mean_age,min_age,2sig_min,max_age,2sig_max,uncer_dist,rock_typ_1,rock_typ_2,rock_typ_3,geologic_classes,geologic_types,lithologies,demag,struc_cont,rot_area,polarity,strat_group,ordering,synch_unit,in_study_pole,rej_crit,pmag_ref,age_ref,pmag_comments,age_comments,citations,Study,VGP_lon_recalc,VGP_lat_recalc,inc_reverse,dec_reverse,vgp_lat_SH,vgp_lon_SH,age_uncertainty,keep
5L290,Long Valley Caldera - moat rhyolites,37.6471934878034,-119.223192962282,8,349.7,50.9,136.0,4.8,,79.6,118.3,,,,,0.097,0.085,,0.109,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,118.29999999961184,79.59999999995455,-50.9,169.7,-79.59999999995455,298.2999999996118,0.023999999999999994,True
5L298,Long Valley Caldera - moat rhyolites,37.7176963512792,-118.786006366938,6,346.1,63.6,133.0,5.8,,77.2,191.4,,,,,0.11,0.088,,0.132,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,191.39999999957408,77.20000000008176,-63.6,166.10000000000002,-77.20000000008176,11.399999999574078,0.04400000000000001,True
5L420,Long Valley Caldera - moat rhyolites,37.7737459632052,-118.934513413255,8,336.3,65.7,191.0,4.0,,70.0,189.1,,,,,0.115,0.109,,0.12100000000000001,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,189.09999999986894,70.00000000003736,-65.7,156.3,-70.00000000003736,9.099999999868942,0.01200000000000001,True
5L492,Long Valley Caldera - moat rhyolites,37.6784862443766,-118.929007816481,5,347.0,66.5,136.0,6.6,,75.3,205.5,,,,,0.329,0.28300000000000003,,0.375,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,205.50000000001177,75.2999999999959,-66.5,167.0,-75.2999999999959,25.500000000011767,0.09199999999999997,True
5L484,Long Valley Caldera - moat rhyolites,37.7356482417206,-118.613579328718,6,349.1,61.4,99.0,6.8,,80.4,184.7,,,,,0.362,0.346,,0.378,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,discrepancy in reported age between Table 3 and Fig. 2; here used value from Fig. 2; K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,184.69999999984196,80.40000000001764,-61.4,169.10000000000002,-80.40000000001764,4.699999999841964,0.03200000000000003,True
5L401,Long Valley Caldera - moat rhyolites,37.7580120243892,-118.998119849595,8,14.0,45.8,208.0,3.9,,74.2,8.8,,,,,0.481,0.46099999999999997,,0.501,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,8.80000000000042,74.19999999999996,-45.8,194.0,-74.19999999999996,188.8000000000004,0.040000000000000036,True
5L409,Long Valley Caldera - moat rhyolites,37.6584229675672,-118.818605181326,7,2.5,51.7,133.0,5.3,,84.3,39.4,,,,,0.523,0.501,,0.545,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,39.39999999695687,84.30000000076033,-51.7,182.5,-84.30000000076033,219.39999999695686,0.04400000000000004,True
5L476,Long Valley Caldera - moat rhyolites,37.8385442418104,-119.259597749961,8,17.5,50.1,379.0,2.9,,74.0,351.3,,,,,0.527,0.503,,0.551,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,351.3000000140139,73.99999999849284,-50.1,197.5,-73.99999999849284,171.3000000140139,0.04800000000000004,True
5L368,Long Valley Caldera - early rhyolites,37.6715438343018,-119.074451318109,8,336.0,53.6,108.0,5.4,,70.3,147.9,,,,,0.652,0.624,,0.68,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,147.89999999975723,70.29999999999539,-53.6,156.0,-70.29999999999539,327.89999999975726,0.05600000000000005,True
5L428,Long Valley Caldera - early rhyolites,37.6897029192214,-118.963481776249,5,23.6,73.4,206.0,5.3,,63.7,268.6,,,,,0.68,0.622,,0.7380000000000001,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,268.59999999974093,63.69999999975376,-73.4,203.6,-63.69999999975376,88.59999999974093,0.1160000000000001,True
5L249,Long Valley Caldera - early rhyolites,37.6216307793718,-118.947249134609,6,10.4,67.2,321.0,3.8,,75.6,268.9,,,,,0.694,0.6599999999999999,,0.728,,normal,igneous,volcanic,rhyolite,Igneous:Extrusive,Lava,Rhyolite,BL-AF,0,0,N,0,,0,1,[],Mankinen et al. (1986),Mankinen et al. (1986),,K-Ar ages not updated from 1986 standards,10.1029/JB091iB01p00633,Long_Valley_Caldera_volcanics,268.9000000233292,75.60000001133785,-67.2,190.4,-75.60000001133785,88.9000000233292,0.06800000000000006,True
1,Robinson Anticline Intrusive Complex,46.2,249.5,6,351.0,61.0,54.0,8.7,,,,,,,,50.3,48.0,1.9,52.6,2.0,uniform,igneous,shallow intrusive,syenite sill,Igneous:Intrusive,Sill,Syenite,AF-TH,1,1,N,0,,0,1,[],Harlan et al. (1988),Harlan et al. (1988),"Listed directions are in situ because authors determine that sills post-date structural tilting of host rocks. slat/slon had to be approximated as VGP lat/lon not provided; used an average slat/slon for all sites (note error in reported longitude in fig. 3). According to fig. 3, several sites are likely from the same cooling unit, but this is not specified. However, common time_units could be assumed from this figure.",Based on min/max K-Ar ages provided by Harlan et al. (1988); decay constants not updated.,10.1130/0016-7606(1988)100<0492:PAIDOT>2.3.CO;2,Robinson_Antincline_intrusions,129.98942181248734,82.32947036338608,-61.0,171.0,-82.32947036338608,309.9894218124873,4.600000000000001,True
3,Robinson Anticline Intrusive Complex,46.2,249.5,3,354.0,55.0,13.0,23.0,,,,,,,,50.3,48.0,1.9,52.6,2.0,uniform,igneous,shallow intrusive,syenite sill,Igneous:Intrusive,Sill,Syenite,AF-TH,1,1,N,0,,0,1,[],Harlan et al. (1988),Harlan et al. (1988),"Listed directions are in situ because authors determine that sills post-date structural tilting of host rocks. slat/slon had to be approximated as VGP lat/lon not provided; used an average slat/slon for all sites (note error in reported longitude in fig. 3). According to fig. 3, several sites are likely from the same cooling unit, but this is not specified. However, common time_units could be assumed from this figure.",Based on min/max K-Ar ages provided by Harlan et al. (1988); decay constants not updated.,10.1130/0016-7606(1988)100<0492:PAIDOT>2.3.CO;2,Robinson_Antincline_intrusions,94.55858547666128,78.41362589999888,-55.0,174.0,-78.41362589999888,274.5585854766613,4.600000000000001,True
4,Robinson Anticline Intrusive Complex,46.2,249.5,4,1.0,63.0,61.0,9.0,,,,,,,,50.3,48.0,1.9,52.6,2.0,uniform,igneous,shallow intrusive,syenite sill,Igneous:Intrusive,Sill,Syenite,AF-TH,1,1,N,0,,0,1,[],Harlan et al. (1988),Harlan et al. (1988),"Listed directions are in situ because authors determine that sills post-date structural tilting of host rocks. slat/slon had to be approximated as VGP lat/lon not provided; used an average slat/slon for all sites (note error in reported longitude in fig. 3). According to fig. 3, several sites are likely from the same cooling unit, but this is not specified. However, common time_units could be assumed from this figure.",Based on min/max K-Ar ages provided by Harlan et al. (1988); decay constants not updated.,10.1130/0016-7606(1988)100<0492:PAIDOT>2.3.CO;2,Robinson_Antincline_intrusions,47.14940848868029,88.1228262258833,-63.0,181.0,-88.1228262258833,227.14940848868028,4.600000000000001,True
5,Robinson Anticline Intrusive Complex,46.2,249.5,4,332.0,62.0,10.0,22.0,,,,,,,,50.3,48.0,1.9,52.6,2.0,uniform,igneous,shallow intrusive,syenite sill,Igneous:Intrusive,Sill,Syenite,AF-TH,1,1,N,0,,0,1,[],Harlan et al. (1988),Harlan et al. (1988),"Listed directions are in situ because authors determine that sills post-date structural tilting of host rocks. slat/slon had to be approximated as VGP lat/lon not provided; used an average slat/slon for all sites (note error in reported longitude in fig. 3). According to fig. 3, several sites are likely from the same cooling unit, but this is not specified. However, common time_units could be assumed from this figure.",Based on min/max K-Ar ages provided by Harlan et al. (1988); decay constants not updated.,10.1130/0016-7606(1988)100<0492:PAIDOT>2.3.CO;2,Robinson_Antincline_intrusions,161.1580465898619,69.99200753394821,-62.0,152.0,-69.99200753394821,341.1580465898619,4.600000000000001,True
6,Robinson Anticline Intrusive Complex,46.2,249.5,5,314.0,47.0,75.0,7.2,,,,,,,,50.3,48.0,1.9,52.6,2.0,uniform,igneous,shallow intrusive,syenite sill,Igneous:Intrusive,Sill,Syenite,AF-TH,1,1,N,0,,0,1,[],Harlan et al. (1988),Harlan et al. (1988),"Listed directions are in situ because authors determine that sills post-date structural tilting of host rocks. slat/slon had to be approximated as VGP lat/lon not provided; used an average slat/slon for all sites (note error in reported longitude in fig. 3). According to fig. 3, several sites are likely from the same cooling unit, but this is not specified. However, common time_units could be assumed from this figure.",Based on min/max K-Ar ages provided by Harlan et al. (1988); decay constants not updated.,10.1130/0016-7606(1988)100<0492:PAIDOT>2.3.CO;2,Robinson_Antincline_intrusions,149.23591567138112,49.88904770855504,-47.0,134.0,-49.88904770855504,329.2359156713811,4.600000000000001,True
7,Robinson Anticline Intrusive Complex,46.2,249.5,4,316.0,56.0,22.0,15.0,,,,,,,,50.3,48.0,1.9,52.6,2.0,uniform,igneous,shallow intrusive,syenite sill,Igneous:Intrusive,Sill,Syenite,AF-TH,1,1,N,0,,0,1,[],Harlan et al. (1988),Harlan et al. (1988),"Listed directions are in situ because authors determine that sills post-date structural tilting of host rocks. slat/slon had to be approximated as VGP lat/lon not provided; used an average slat/slon for all sites (note error in reported longitude in fig. 3). According to fig. 3, several sites are likely from the same cooling unit, but this is not specified. However, common time_units could be assumed from this figure.",Based on min/max K-Ar ages provided by Harlan et al. (1988); decay constants not updated.,10.1130/0016-7606(1988)100<0492:PAIDOT>2.3.CO;2,Robinson_Antincline_intrusions,158.99534519780514,56.0772054176196,-56.0,136.0,-56.0772054176196,338.99534519780514,4.600000000000001,True
8,Robinson Anticline Intrusive Complex,46.2,249.5,6,330.0,52.0,47.0,8.4,,,,,,,,50.3,48.0,1.9,52.6,2.0,uniform,igneous,shallow intrusive,syenite sill,Igneous:Intrusive,Sill,Syenite,AF-TH,1,1,N,0,,0,1,[],Harlan et al. (1988),Harlan et al. (1988),"Listed directions are in situ because authors determine that sills post-date structural tilting of host rocks. slat/slon had to be approximated as VGP lat/lon not provided; used an average slat/slon for all sites (note error in reported longitude in fig. 3). According to fig. 3, several sites are likely from the same cooling unit, but this is not specified. However, common time_units could be assumed from this figure.",Based on min/max K-Ar ages provided by Harlan et al. (1988); decay constants not updated.,10.1130/0016-7606(1988)100<0492:PAIDOT>2.3.CO;2,Robinson_Antincline_intrusions,139.48723691526888,63.37138856666408,-52.0,150.0,-63.37138856666408,319.4872369152689,4.600000000000001,True
9,Robinson Anticline Intrusive Complex,46.2,249.5,3,324.0,67.0,12.0,8.2,,,,,,,,50.3,48.0,1.9,52.6,2.0,uniform,igneous,shallow intrusive,syenite sill,Igneous:Intrusive,Sill,Syenite,AF-TH,1,1,N,0,,0,1,[],Harlan et al. (1988),Harlan et al. (1988),"Listed directions are in situ because authors determine that sills post-date structural tilting of host rocks. slat/slon had to be approximated as VGP lat/lon not provided; used an average slat/slon for all sites (note error in reported longitude in fig. 3). According to fig. 3, several sites are likely from the same cooling unit, but this is not specified. However, common time_units could be assumed from this figure.",Based on min/max K-Ar ages provided by Harlan et al. (1988); decay constants not updated.,10.1130/0016-7606(1988)100<0492:PAIDOT>2.3.CO;2,Robinson_Antincline_intrusions,180.98670900369234,65.86948391379424,-67.0,144.0,-65.86948391379424,0.98670900369234,4.600000000000001,True
10,Robinson Anticline Intrusive Complex,46.2,249.5,8,160.0,-65.0,63.0,6.0,,,,,,,,50.3,48.0,1.9,52.6,2.0,uniform,igneous,shallow intrusive,syenite sill,Igneous:Intrusive,Sill,Syenite,AF-TH,1,1,R,0,,0,1,[],Harlan et al. (1988),Harlan et al. (1988),"Listed directions are in situ because authors determine that sills post-date structural tilting of host rocks. slat/slon had to be approximated as VGP lat/lon not provided; used an average slat/slon for all sites (note error in reported longitude in fig. 3). According to fig. 3, several sites are likely from the same cooling unit, but this is not specified. However, common time_units could be assumed from this figure.",Based on min/max K-Ar ages provided by Harlan et al. (1988); decay constants not updated.,10.1130/0016-7606(1988)100<0492:PAIDOT>2.3.CO;2,Robinson_Antincline_intrusions,350.08588945741127,-76.27220413941937,-65.0,160.0,-76.27220413941937,350.08588945741127,4.600000000000001,True
11,Robinson Anticline Intrusive Complex,46.2,249.5,7,194.0,-64.0,40.0,8.0,,,,,,,,50.3,48.0,1.9,52.6,2.0,uniform,igneous,shallow intrusive,syenite sill,Igneous:Intrusive,Sill,Syenite,AF-TH,1,1,R,0,,0,1,[],Harlan et al. (1988),Harlan et al. (1988),"Listed directions are in situ because authors determine that sills post-date structural tilting of host rocks. slat/slon had to be approximated as VGP lat/lon not provided; used an average slat/slon for all sites (note error in reported longitude in fig. 3). According to fig. 3, several sites are likely from the same cooling unit, but this is not specified. However, common time_units could be assumed from this figure.",Based on min/max K-Ar ages provided by Harlan et al. (1988); decay constants not updated.,10.1130/0016-7606(1988)100<0492:PAIDOT>2.3.CO;2,Robinson_Antincline_intrusions,157.3148189669272,-80.26741524952537,-64.0,194.0,-80.26741524952537,157.3148189669272,4.600000000000001,True
12,Robinson Anticline Intrusive Complex,46.2,249.5,8,152.0,-59.0,96.0,5.0,,,,,,,,50.3,48.0,1.9,52.6,2.0,uniform,igneous,shallow intrusive,syenite sill,Igneous:Intrusive,Sill,Syenite,AF-TH,1,1,R,0,,0,1,[],Harlan et al. (1988),Harlan et al. (1988),"Listed directions are in situ because authors determine that sills post-date structural tilting of host rocks. slat/slon had to be approximated as VGP lat/lon not provided; used an average slat/slon for all sites (note error in reported longitude in fig. 3). According to fig. 3, several sites are likely from the same cooling unit, but this is not specified. However, common time_units could be assumed from this figure.",Based on min/max K-Ar ages provided by Harlan et al. (1988); decay constants not updated.,10.1130/0016-7606(1988)100<0492:PAIDOT>2.3.CO;2,Robinson_Antincline_intrusions,332.0588489345763,-68.65796287637653,-59.0,152.0,-68.65796287637653,332.0588489345763,4.600000000000001,True
13,Robinson Anticline Intrusive Complex,46.2,249.5,8,354.0,64.0,51.0,7.0,,,,,,,,50.3,48.0,1.9,52.6,2.0,uniform,igneous,shallow intrusive,syenite sill,Igneous:Intrusive,Sill,Syenite,AF-TH,1,1,N,0,,0,1,[],Harlan et al. (1988),Harlan et al. (1988),"Listed directions are in situ because authors determine that sills post-date structural tilting of host rocks. slat/slon had to be approximated as VGP lat/lon not provided; used an average slat/slon for all sites (note error in reported longitude in fig. 3). According to fig. 3, several sites are likely from the same cooling unit, but this is not specified. However, common time_units could be assumed from this figure.",Based on min/max K-Ar ages provided by Harlan et al. (1988); decay constants not updated.,10.1130/0016-7606(1988)100<0492:PAIDOT>2.3.CO;2,Robinson_Antincline_intrusions,154.9848137713132,85.80125206153008,-64.0,174.0,-85.80125206153008,334.9848137713132,4.600000000000001,True
14,Robinson Anticline Intrusive Complex,46.2,249.5,5,170.0,-43.0,20.0,14.0,,,,,,,,50.3,48.0,1.9,52.6,2.0,uniform,igneous,shallow intrusive,syenite sill,Igneous:Intrusive,Sill,Syenite,AF-TH,1,1,R,0,,0,1,[],Harlan et al. (1988),Harlan et al. (1988),"Listed directions are in situ because authors determine that sills post-date structural tilting of host rocks. slat/slon had to be approximated as VGP lat/lon not provided; used an average slat/slon for all sites (note error in reported longitude in fig. 3). According to fig. 3, several sites are likely from the same cooling unit, but this is not specified. However, common time_units could be assumed from this figure.",Based on min/max K-Ar ages provided by Harlan et al. (1988); decay constants not updated.,10.1130/0016-7606(1988)100<0492:PAIDOT>2.3.CO;2,Robinson_Antincline_intrusions,273.60645318381296,-67.33575245742226,-43.0,170.0,-67.33575245742226,273.60645318381296,4.600000000000001,True
15,Robinson Anticline Intrusive Complex,46.2,249.5,8,157.0,-76.0,280.0,3.0,,,,,,,,50.3,48.0,1.9,52.6,2.0,uniform,igneous,shallow intrusive,syenite sill,Igneous:Intrusive,Sill,Syenite,AF-TH,1,1,R,0,,0,1,[],Harlan et al. (1988),Harlan et al. (1988),"Listed directions are in situ because authors determine that sills post-date structural tilting of host rocks. slat/slon had to be approximated as VGP lat/lon not provided; used an average slat/slon for all sites (note error in reported longitude in fig. 3). According to fig. 3, several sites are likely from the same cooling unit, but this is not specified. However, common time_units could be assumed from this figure.",Based on min/max K-Ar ages provided by Harlan et al. (1988); decay constants not updated.,10.1130/0016-7606(1988)100<0492:PAIDOT>2.3.CO;2,Robinson_Antincline_intrusions,41.132852726154184,-68.46989624123921,-76.0,157.0,-68.46989624123921,41.132852726154184,4.600000000000001,True
16,Robinson Anticline Intrusive Complex,46.2,249.5,6,5.0,62.0,67.0,7.0,,,,,,,,50.3,48.0,1.9,52.6,2.0,uniform,igneous,shallow intrusive,syenite sill,Igneous:Intrusive,Sill,Syenite,AF-TH,1,1,N,0,,0,1,[],Harlan et al. (1988),Harlan et al. (1988),"Listed directions are in situ because authors determine that sills post-date structural tilting of host rocks. slat/slon had to be approximated as VGP lat/lon not provided; used an average slat/slon for all sites (note error in reported longitude in fig. 3). According to fig. 3, several sites are likely from the same cooling unit, but this is not specified. However, common time_units could be assumed from this figure.",Based on min/max K-Ar ages provided by Harlan et al. (1988); decay constants not updated.,10.1130/0016-7606(1988)100<0492:PAIDOT>2.3.CO;2,Robinson_Antincline_intrusions,17.52211500455636,85.37708651249977,-62.0,185.0,-85.37708651249977,197.52211500455635,4.600000000000001,True
17,Robinson Anticline Intrusive Complex,46.2,249.5,8,0.0,60.0,155.0,4.0,,,,,,,,50.3,48.0,1.9,52.6,2.0,uniform,igneous,shallow intrusive,syenite sill,Igneous:Intrusive,Sill,Syenite,AF-TH,1,1,N,0,,0,1,[],Harlan et al. (1988),Harlan et al. (1988),"Listed directions are in situ because authors determine that sills post-date structural tilting of host rocks. slat/slon had to be approximated as VGP lat/lon not provided; used an average slat/slon for all sites (note error in reported longitude in fig. 3). According to fig. 3, several sites are likely from the same cooling unit, but this is not specified. However, common time_units could be assumed from this figure.",Based on min/max K-Ar ages provided by Harlan et al. (1988); decay constants not updated.,10.1130/0016-7606(1988)100<0492:PAIDOT>2.3.CO;2,Robinson_Antincline_intrusions,69.5,84.69339464913091,-60.0,180.0,-84.69339464913091,249.5,4.600000000000001,True
6,San Luis Potosi,22.82,-101.914,8,189.0,-37.1,396.0,2.8,,-81.3,180.3,407.0,2.8,,,4.14,3.7699999999999996,,4.51,,normal,igneous,volcanic,andesite flow,Igneous:Extrusive,Lava,Andesite,AF-TH,1,0,R,0,,0,1,[],Mejia et al. (2005),Mejia et al. (2005),,,10.1029/2004GC000871,Central_Mexico_Plio-Pleistocene,180.52772379588882,-81.38228012947334,-37.1,189.0,-81.38228012947334,180.52772379588882,0.7400000000000002,True
8,Nevado de Toluca,18.976,-99.648,8,187.5,-36.4,134.0,4.8,,-82.9,158.1,148.0,4.6,,,1.29,0.0,,2.58,,uniform,igneous,volcanic,andesite flow,Igneous:Extrusive,Lava,Andesite,AF-TH,1,0,R,0,,0,1,[],Mejia et al. (2005),Mejia et al. (2005),,used age range of Pleistocene to present,10.1029/2004GC000871,Central_Mexico_Plio-Pleistocene,158.99858580414215,-82.82418986972776,-36.4,187.5,-82.82418986972776,158.99858580414215,2.58,True
9,Sierra de Las Cruces,19.309,-99.305,7,182.8,-33.7,196.0,4.3,,-87.2,187.3,172.0,4.6,,,1.28,0.74,,1.82,,normal,igneous,volcanic,andesite flow,Igneous:Extrusive,Lava,Andesite,AF-TH,1,0,R,0,,0,1,[],Mejia et al. (2005),Mejia et al. (2005); Osete et al. (2000),,,10.1029/2004GC000871,Central_Mexico_Plio-Pleistocene,188.37024271324552,-87.21219099115218,-33.7,182.8,-87.21219099115218,188.37024271324552,1.08,True
10,Sierra de Las Cruces,19.322,-99.301,5,184.5,-37.7,291.0,4.5,,-85.3,146.8,333.0,4.2,,,1.855,0.0,,3.71,0.4,uniform,igneous,volcanic,andesite flow,Igneous:Extrusive,Lava,Andesite,AF-TH,1,0,R,0,,0,1,[],Mejia et al. (2005),Mejia et al. (2005); Osete et al. (2000),,used range of ages reported by Osete et al. (2000),10.1029/2004GC000871,Central_Mexico_Plio-Pleistocene,146.76726678455336,-85.40752469430387,-37.7,184.5,-85.40752469430387,146.76726678455336,3.71,True
11,Sierra de Las Cruces,19.291,-99.261,8,9.9,29.4,148.0,4.6,,80.0,9.6,195.0,4.0,,,1.855,0.0,,3.71,0.4,uniform,igneous,volcanic,andesite flow,Igneous:Extrusive,Lava,Andesite,AF-TH,1,0,N,0,,0,1,[],Mejia et al. (2005),Mejia et al. (2005),,used range of ages reported by Osete et al. (2000),10.1029/2004GC000871,Central_Mexico_Plio-Pleistocene,9.837243479562177,79.91401726085557,-29.4,189.9,-79.91401726085557,189.83724347956218,3.71,True
12,Sierra de Las Cruces,19.279,-99.278,10,161.2,-43.1,153.0,3.9,,-71.8,13.0,134.0,4.2,,,1.43,1.26,,1.5999999999999999,,normal,igneous,volcanic,andesite flow,Igneous:Extrusive,Lava,Andesite,AF-TH,1,0,R,0,,0,1,[],Mejia et al. (2005),Mejia et al. (2005),,,10.1029/2004GC000871,Central_Mexico_Plio-Pleistocene,12.553031399550969,-71.67267983192652,-43.1,161.2,-71.67267983192652,12.553031399550969,0.33999999999999986,True
13,Sierra de Las Cruces,19.267,-99.292,8,166.9,-47.8,230.0,3.7,,-74.6,32.2,170.0,4.3,,,2.29,1.71,,2.87,,normal,igneous,volcanic,andesite flow,Igneous:Extrusive,Lava,Andesite,AF-TH,1,0,R,0,,0,1,[],Mejia et al. (2005),Mejia et al. (2005),,,10.1029/2004GC000871,Central_Mexico_Plio-Pleistocene,32.013275952253466,-74.67993251302879,-47.8,166.9,-74.67993251302879,32.013275952253466,1.1600000000000001,True
14,Sierra de Las Cruces,19.199,-99.25,6,185.7,-42.1,270.0,4.1,,-82.6,125.1,297.0,3.9,,,1.855,0.0,,3.71,0.4,uniform,igneous,volcanic,andesite flow,Igneous:Extrusive,Lava,Andesite,AF-TH,1,0,R,0,,0,1,[],Mejia et al. (2005),Mejia et al. (2005); Osete et al. (2000),,used range of ages reported by Osete et al. (2000),10.1029/2004GC000871,Central_Mexico_Plio-Pleistocene,125.71730331841152,-82.64161053006734,-42.1,185.7,-82.64161053006734,125.71730331841152,3.71,True
15,Sierra de Las Cruces,19.23,-99.272,3,182.2,-47.7,2308.0,2.6,,-80.2,92.4,1759.0,2.9,,,1.855,0.0,,3.71,0.4,uniform,igneous,volcanic,andesite flow,Igneous:Extrusive,Lava,Andesite,AF-TH,1,0,R,0,,0,1,[],Mejia et al. (2005),Mejia et al. (2005); Osete et al. (2000),,used range of ages reported by Osete et al. (2000),10.1029/2004GC000871,Central_Mexico_Plio-Pleistocene,92.1670415834151,-80.23331216689864,-47.7,182.2,-80.23331216689864,92.1670415834151,3.71,True
17,Nevado de Toluca,19.156,-99.806,8,181.4,-16.1,106.33680555555556,4.8,,-79.0,252.9,,,,,1.29,0.0,,2.58,,uniform,igneous,volcanic,andesite flow,Igneous:Extrusive,Lava,Andesite,AF-TH,1,0,R,0,,0,1,[],Mejia et al. (2005),Mejia et al. (2005),,used age range of Pleistocene to present,10.1029/2004GC000871,Central_Mexico_Plio-Pleistocene,252.93143796400867,-78.97217802141772,-16.1,181.4,-78.97217802141772,252.93143796400867,2.58,True
18,Nevado de Toluca,19.168,-99.805,5,177.7,-16.7,968.0,2.5,,-79.1,272.6,1129.0,2.3,,,1.49,0.98,,2.0,,normal,igneous,volcanic,andesite flow,Igneous:Extrusive,Lava,Andesite,AF-TH,1,0,R,0,,0,1,[],Mejia et al. (2005),Mejia et al. (2005),,,10.1029/2004GC000871,Central_Mexico_Plio-Pleistocene,272.34629128042013,-79.13206181418333,-16.7,177.7,-79.13206181418333,272.34629128042013,1.02,True
19,Sierra de Las Cruces,19.801,-99.375,6,186.1,-24.4,503.0,3.0,,-81.2,217.5,638.0,2.7,,,1.69,1.48,,1.9,,normal,igneous,volcanic,andesite flow,Igneous:Extrusive,Lava,Andesite,AF-TH,1,0,R,0,,0,1,[],Mejia et al. (2005),Mejia et al. (2005),,,10.1029/2004GC000871,Central_Mexico_Plio-Pleistocene,219.900462693754,-80.8603330264143,-24.4,186.1,-80.8603330264143,219.900462693754,0.41999999999999993,True
20,Sierra de Las Cruces,19.339,-99.362,7,182.6,-41.3,307.0,3.4,,-84.9,108.6,428.0,2.9,,,2.61,2.09,,3.13,,normal,igneous,volcanic,andesite flow,Igneous:Extrusive,Lava,Andesite,AF-TH,1,0,R,0,,0,1,[],Mejia et al. (2005),Mejia et al. (2005),,,10.1029/2004GC000871,Central_Mexico_Plio-Pleistocene,109.10590833737325,-85.00138560719822,-41.3,182.6,-85.00138560719822,109.10590833737325,1.04,True
A,,42.8783998197439,-107.864623832081,7,187.6,-58.5,135.1,5.2,,83.2,12.2,,,,,44.900000000000006,44.7,1.0,45.1,2.6,uniform,igneous,volcanic,latite,Igneous:Extrusive,Not Specified,Latite,AF,1,0,R,0,,0,1,[],Sheriff and Shive (1980),Sheriff and Shive (1980) [re-calculated after Pekarek et al. (1974)],,"age range based on two K-Ar ages originally from Pekarek et al. (1974), but re-calculated (although with no associated description of how) by Sheriff and Shive (1980); true age range is likely to be greater, but haven't found newer age dates from Rattlesnake volcanics",10.1029/GL007i008p00589,Rattlesnake_Hills_volcanics,192.20000000569922,-83.19999999960663,-58.5,187.6,-83.19999999960663,192.20000000569922,0.3999999999999986,True
